scope,finding_id,finding,rater_a,rater_b,n_items,percent_agreement,quadratic_weighted_kappa
finding_Fracture,13,Fracture,rad_03,rad_06,300,91.33333333333333,0.17200854700854695
finding_Fracture,13,Fracture,rad_04,rad_06,300,98.66666666666667,-0.003824091778202643
finding_Support_Devices,14,Support Devices,chief_rad_01,rad_01,300,87.66666666666667,0.7199232943076301
finding_Support_Devices,14,Support Devices,chief_rad_01,rad_02,300,86.66666666666667,0.6999849992499625
finding_Support_Devices,14,Support Devices,chief_rad_01,rad_03,300,84.66666666666667,0.6694953666398067
finding_Support_Devices,14,Support Devices,chief_rad_01,rad_04,300,76.0,0.3461864960167168
finding_Support_Devices,14,Support Devices,chief_rad_01,rad_06,300,81.33333333333333,0.5526918366260184
finding_Support_Devices,14,Support Devices,rad_01,rad_02,300,92.33333333333333,0.8333011209895632
finding_Support_Devices,14,Support Devices,rad_01,rad_03,300,88.0,0.7537874182331056
finding_Support_Devices,14,Support Devices,rad_01,rad_04,300,75.0,0.39324963029547355
finding_Support_Devices,14,Support Devices,rad_01,rad_06,300,88.33333333333333,0.7350625756964069
finding_Support_Devices,14,Support Devices,rad_02,rad_03,300,88.33333333333333,0.7625205452963357
finding_Support_Devices,14,Support Devices,rad_02,rad_04,300,74.33333333333333,0.3879378980891719
finding_Support_Devices,14,Support Devices,rad_02,rad_06,300,87.33333333333333,0.7149857492874643
finding_Support_Devices,14,Support Devices,rad_03,rad_04,300,73.0,0.3669159763993167
finding_Support_Devices,14,Support Devices,rad_03,rad_06,300,84.33333333333334,0.661940975020145
finding_Support_Devices,14,Support Devices,rad_04,rad_06,300,79.33333333333333,0.44413608462844456
